Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26,12)",EPS*,P/E,Status
"=""663335""",LHI-C35,Technology,0.05,0.06,0.065,-0.005,0.060,0.050,0.075,0.06,1700,,71,-,0%,,,,Active
"=""3573""",LIENHOE,Industrial & Consumer Products,0.2,0.2,0.200,-,0.200,0.200,0.325,0.155,15,,100,875580,63%,0.007,-2.58,,Active
"=""7089""",LIIHEN,Industrial & Consumer Products,0.31,0.31,0.310,-,0.320,0.310,0.7,0.305,3572,8.71%,32,226310,11%,-0.009,3.28,9.38,Active
"=""4235""",LIONIND,Industrial & Consumer Products,0.15,0.15,0.150,-,0.150,0.140,0.225,0.135,2066,,82,138480,50%,-0.002,-13.02,,Active
"=""8486""",LIONPSIM,Industrial & Consumer Products,0.295,0.295,0.305,-0.010,0.295,0.295,0.4,0.23,45,,-,23670,49%,0.003,4.43,6.77,Active
"=""0182""",LKL,Property,0.035,0.035,0.035,-,0.035,0.035,0.11,0.025,64,,-,166635,100%,,-9.73,,Active
"=""0182WA""",LKL-WA,Property,,,0.005,,-,-,0.015,0.005,0,,-,325170,100%,-0.001,,,Active
"=""8303""",LOTUS,Industrial & Consumer Products,0.11,0.11,0.115,-0.005,0.110,0.105,0.155,0.1,1761,,17,107550,56%,,0.04,304.23,Active
"=""7234""",LOTUSCIR,Industrial & Consumer Products,0.37,0.375,0.370,+0.005,0.375,0.350,0.46,0.27,624,,84,97380,64%,0.004,3.23,17.85,Active
"=""03065""",LPCGRP,Utilities,,,0.500,,-,-,0.5,0.4,0,,-,-,0%,,,,Active
"=""8621""",LPI,Industrial & Consumer Products,15.38,15.5,15.380,+0.120,15.520,15.380,15.46,12.82,775,5.16%,97,71630,62%,0.088,94.66,16.38,Active
"=""0351""",LSH,Property,2.17,2.11,2.170,-0.060,2.170,2.110,2.56,0.73,2930,1.84%,29,1193745,65%,0.043,12.6,17.12,Active
"=""9881""",LSTEEL,Industrial & Consumer Products,,,0.385,,-,-,0.495,0.32,0,5.19%,-,21745,43%,-0.008,1.46,27.52,Active
"=""7085""",LTKM,Industrial & Consumer Products,1.35,1.35,1.340,+0.010,1.350,1.340,1.73,1.08,230,2.96%,61,12025,47%,-0.021,33.88,3.98,Active
"=""5068""",LUSTER,Industrial & Consumer Products,0.04,0.04,0.040,-,0.040,0.040,0.065,0.035,1500,,-,1261350,50%,,0.2,21.54,Active
"=""5143""",LUXCHEM,Industrial & Consumer Products,0.385,0.38,0.380,-,0.385,0.380,0.53,0.37,576,4.74%,4,161725,44%,-0.003,4.51,6.87,Active
"=""5328""",LWSABAH,Industrial & Consumer Products,1.57,1.59,1.560,+0.030,1.590,1.560,1.69,0.745,2374,1.00%,77,1772585,48%,0.022,6.34,25.06,Active
"=""0075""",LYC,Property,0.015,0.015,0.020,-0.005,0.015,0.015,0.085,0.01,1049,,-,121060,43%,,-2.64,,"Active, Alert"
"=""9199""",LYSAGHT,Industrial & Consumer Products,2.35,2.25,2.390,-0.140,2.350,2.250,2.68,2.3,88,22.22%,66,4865,49%,-0.021,30.51,7.37,Active
"=""7082""",M&A,Industrial & Consumer Products,0.225,0.22,0.225,-0.005,0.225,0.195,0.32,0.2,164404,,39,740625,56%,-0.004,0.91,25.06,Active
"=""5078""",M&G,Industrial & Consumer Products,0.165,0.175,0.170,+0.005,0.175,0.165,0.32,0.125,16656,,94,1840165,44%,,1.98,2.13,Active
"=""1198""",MAA,Industrial & Consumer Products,,,0.160,,-,-,0.23,0.16,0,,-,30420,17%,-0.005,-22.32,,Active
"=""0095""",MAG,Property,0.165,0.165,0.165,-,0.170,0.165,0.21,0.16,61656,,94,8684180,25%,-0.001,2.22,9.04,Active
"=""7243""",MAGMA,Industrial & Consumer Products,0.32,0.325,0.320,+0.005,0.330,0.320,0.525,0.2,37775,,84,1520855,63%,-0.003,-4.5,,Active
"=""7617""",MAGNA,Industrial & Consumer Products,0.75,0.75,0.750,-,0.750,0.750,0.75,0.5,1,,-,29375,56%,0.018,5.27,16.2,Active
"=""7087""",MAGNI,Industrial & Consumer Products,2.07,2.06,2.060,-,2.070,2.060,2.53,1.85,1191,16.89%,16,119135,36%,-0.01,32.02,6.44,Active
"=""3859""",MAGNUM,Industrial & Consumer Products,1.34,1.34,1.350,-0.010,1.350,1.330,1.42,1.12,1984,5.60%,32,456345,67%,0.005,10.63,12.49,Active
"=""8583""",MAHSING,Industrial & Consumer Products,1.17,1.18,1.170,+0.010,1.190,1.170,1.5,0.925,95315,3.81%,45,10525155,61%,0.025,9.54,12.63,Active
"=""858379""",MAHSING-C79,Technology,,,-,,-,-,0.08,0.005,0,,-,519635,22%,-0.01,,,Delisted
"=""858382""",MAHSING-C82,Technology,,,0.010,,-,-,0.095,0.005,0,,-,177690,50%,-0.005,,,Active
"=""858384""",MAHSING-C84,Technology,,,0.005,,-,-,0.04,0.005,0,,-,-,0%,,,,Active
"=""858385""",MAHSING-C85,Technology,,,0.080,,-,-,0.095,0.04,0,,-,490300,60%,0.005,,,Active
"=""858386""",MAHSING-C86,Technology,0.105,0.105,0.100,+0.005,0.105,0.105,0.115,0.045,118,,100,2711355,57%,0.009,,,Active
"=""858387""",MAHSING-C87,Technology,,,0.100,,-,-,0.11,0.08,0,,-,-,60%,,,,Active
"=""858388""",MAHSING-C88,Technology,,,0.070,,-,-,0.08,0.06,0,,-,-,50%,,,,Active
"=""858389""",MAHSING-C89,Technology,,,0.065,,-,-,0.08,0.05,0,,-,-,63%,,,,Active
"=""858390""",MAHSING-C90,Technology,0.085,0.085,0.080,+0.005,0.085,0.085,0.1,0.07,4900,,67,-,0%,,,,Active
"=""858391""",MAHSING-C91,Technology,,,0.150,,-,-,,,0,,-,-,0%,,,,Active
"=""858392""",MAHSING-C92,Technology,,,-,,-,-,,,0,,-,-,0%,,,,New
"=""8583HA""",MAHSING-HA,Technology,,,0.005,,-,-,0.05,0.005,0,,-,142250,23%,-0.008,,,Active
"=""8583HB""",MAHSING-HB,Technology,,,0.150,,-,-,,,0,,-,-,0%,,,,Active
"=""5264""",MALAKOF,Industrial & Consumer Products,0.79,0.79,0.790,-,0.800,0.780,1.12,0.73,27309,2.82%,23,1933080,41%,-0.013,4.44,12.74,Active
"=""526464""",MALAKOFC64,Technology,,,0.035,,-,-,0.175,0.035,0,,-,93445,100%,-0.018,,,Active
"=""526466""",MALAKOFC66,Technology,,,0.010,,-,-,0.17,0.01,0,,-,328405,13%,-0.018,,,Active
"=""526468""",MALAKOFC68,Technology,,,0.005,,-,-,0.11,0.005,0,,-,269480,18%,-0.016,,,Active
"=""526469""",MALAKOFC69,Technology,,,0.010,,-,-,0.075,0.01,0,,-,156370,18%,,,,Active
"=""526470""",MALAKOFC70,Technology,0.01,0.01,0.005,+0.005,0.010,0.010,0.055,0.005,1,,100,208085,57%,,,,Active
"=""526471""",MALAKOFC71,Technology,,,0.040,,-,-,0.055,0.04,0,,-,-,0%,,,,Active
"=""526472""",MALAKOFC72,Technology,,,0.150,,-,-,,,0,,-,-,0%,,,,Active
"=""526473""",MALAKOFC73,Technology,0.01,0.01,0.010,-,0.010,0.010,0.06,0.01,22100,,96,-,100%,,,,Active
"=""526474""",MALAKOFC74,Technology,,,0.045,,-,-,0.055,0.045,0,,-,-,0%,,,,Active
"=""6181""",MALTON,Industrial & Consumer Products,0.31,0.31,0.310,-,0.315,0.310,0.42,0.26,4064,,68,541905,50%,-0.004,1.77,25.45,Active
"=""1058""",MANULFE,Industrial & Consumer Products,2.32,2.28,2.300,-0.020,2.330,2.280,2.63,1.99,280,3.51%,47,52220,67%,0.023,49.11,4.02,Active
"=""3514""",MARCO,Industrial & Consumer Products,0.105,0.105,0.100,+0.005,0.105,0.105,0.145,0.09,300,,100,210835,50%,,1.2,8.72,Active
"=""5098""",MASTEEL,Industrial & Consumer Products,0.265,0.265,0.265,-,0.265,0.265,0.325,0.2,100,,-,467710,43%,-0.001,2.49,11.65,Active
"=""5098WB""",MASTEEL-WB,Industrial & Consumer Products,,,0.030,,-,-,0.07,0.01,0,,-,115595,33%,-0.005,,,Active
"=""7029""",MASTER,Industrial & Consumer Products,,,1.850,,-,-,4.5,1.85,0,9.73%,-,6855,39%,-0.036,33.31,5.55,Active
"=""0189""",MATANG,Property,0.08,0.08,0.075,+0.005,0.080,0.075,0.085,0.065,66,,95,640785,50%,,0.25,32.05,Active
"=""5236""",MATRIX,Industrial & Consumer Products,1.47,1.46,1.470,-0.010,1.480,1.450,2.31,1.22,7228,5.45%,55,2485210,59%,0.021,16.37,12.75,Active
"=""5236CR""",MATRIX-CR,Technology,0.02,0.02,0.015,+0.005,0.020,0.020,0.04,0.01,14806,,35,209260,40%,-0.001,,,Active
"=""4022""",MAXIM,Industrial & Consumer Products,0.32,0.305,0.320,-0.015,0.320,0.300,0.42,0.25,3702,3.28%,4,91830,39%,-0.007,3.66,5.82,Active
"=""6012""",MAXIS,Industrial & Consumer Products,3.85,3.83,3.860,-0.030,3.850,3.800,4.36,3.11,33228,4.44%,54,2557070,45%,-0.009,17.8,21.5,Active
"=""601255""",MAXIS-C55,Technology,0.045,0.045,0.055,-0.010,0.045,0.045,0.19,0.05,800,,50,176700,33%,-0.011,,,Active
"=""601256""",MAXIS-C56,Technology,,,0.060,,-,-,0.1,0.04,0,,-,-,50%,,,,Active
"=""601257""",MAXIS-C57,Technology,0.11,0.105,0.120,-0.015,0.110,0.105,0.23,0.065,798,,-,39040,34%,0.002,,,Active
"=""7123""",MAXLAND,Industrial & Consumer Products,,,0.035,,-,-,0.055,0.025,0,,-,95535,50%,,1.35,3.45,Active
"=""7123WB""",MAXLAND-WB,Industrial & Consumer Products,0.005,0.005,0.010,-0.005,0.005,0.005,0.015,0.005,1244,,92,249650,67%,,,,Active
"=""1155""",MAYBANK,Industrial & Consumer Products,12.22,12.14,12.260,-0.120,12.280,12.140,12.26,9.32,298396,5.02%,50,24574815,86%,0.367,83.61,13.96,Active
"=""11551Z""",MAYBANKC1Z,Technology,,,-,,-,-,0.16,0.03,0,,-,18145,85%,0.025,,,Delisted
"=""11552A""",MAYBANKC2A,Technology,0.205,0.205,0.205,-,0.210,0.205,0.21,0.075,5422,,43,1456840,84%,0.023,,,Active
"=""11552B""",MAYBANKC2B,Technology,,,0.155,,-,-,0.155,0.045,0,,-,769450,83%,0.02,,,Active
"=""11552C""",MAYBANKC2C,Technology,,,0.250,,-,-,0.25,0.05,0,,-,605795,94%,0.037,,,Active
"=""11552D""",MAYBANKC2D,Technology,,,0.165,,-,-,0.17,0.12,0,,-,108765,68%,,,,Active
"=""11552E""",MAYBANKC2E,Technology,,,0.445,,-,-,0.445,0.09,0,,-,545730,89%,0.069,,,Active
"=""11552F""",MAYBANKC2F,Technology,0.23,0.23,0.230,-,0.235,0.230,0.235,0.06,33774,,36,5020990,87%,0.03,,,Active
"=""11552G""",MAYBANKC2G,Technology,0.425,0.425,0.420,+0.005,0.425,0.425,0.425,0.045,150,,-,339465,87%,0.068,,,Active
"=""11552H""",MAYBANKC2H,Technology,0.32,0.315,0.320,-0.005,0.320,0.315,0.32,0.13,160,,44,67690,93%,0.041,,,Active
"=""11552I""",MAYBANKC2I,Technology,0.17,0.17,0.170,-,0.175,0.165,0.175,0.105,10639,,25,-,0%,,,,Active
"=""11552J""",MAYBANKC2J,Technology,0.115,0.115,0.115,-,0.115,0.115,0.115,0.085,130,,15,-,0%,,,,Active
"=""11552K""",MAYBANKC2K,Technology,,,0.090,,-,-,0.1,0.08,0,,-,-,0%,,,,Active
"=""5077""",MAYBULK,Industrial & Consumer Products,0.365,0.365,0.365,-,0.365,0.360,0.385,0.285,2526,4.38%,68,480400,67%,0.004,0.41,116.04,Active
"=""7099""",MAYU,Industrial & Consumer Products,,,0.120,,-,-,0.26,0.09,0,,-,79175,50%,0.003,-0.32,,Active
"=""5152""",MBL,Industrial & Consumer Products,,,0.320,,-,-,0.41,0.305,0,,-,29280,38%,-0.006,15.86,2.21,Active
"=""5152WB""",MBL-WB,Industrial & Consumer Products,0.035,0.035,0.035,-,0.035,0.035,0.12,0.035,80,,-,55005,40%,-0.002,,,Active
"=""5983""",MBMR,Industrial & Consumer Products,5.25,5.28,5.270,+0.010,5.310,5.220,5.87,4.38,1732,8.52%,56,422915,62%,0.015,85.19,5.54,Active
"=""598310""",MBMR-C10,Technology,0.05,0.05,0.060,-0.010,0.050,0.050,0.095,0.06,200,,-,-,36%,,,,Active
"=""5983C9""",MBMR-C9,Technology,,,0.055,,-,-,0.165,0.055,0,,-,-,0%,,,,Active
"=""0280""",MBN,Property,,,0.105,,-,-,0.14,0.085,0,,-,30860,43%,,-0.88,,Active
"=""2097""",MBRIGHT,Industrial & Consumer Products,0.12,0.125,0.125,-,0.125,0.120,0.14,0.105,92,,98,277255,60%,,0.51,20.51,Active
"=""2097WB""",MBRIGHT-WB,Industrial & Consumer Products,0.05,0.05,0.045,+0.005,0.050,0.050,0.07,0.03,1,,100,250790,45%,,,,Active
"=""1171""",MBSB,Industrial & Consumer Products,0.745,0.74,0.740,-,0.745,0.735,0.765,0.62,42819,8.45%,20,8553275,53%,0.004,4.95,14.96,Active
"=""117180""",MBSB-C80,Technology,,,0.065,,-,-,0.105,0.065,0,,-,-,0%,,,,Active
"=""117184""",MBSB-C84,Technology,,,0.060,,-,-,0.09,0.045,0,,-,154395,50%,-0.003,,,Active
"=""117185""",MBSB-C85,Technology,,,0.010,,-,-,0.06,0.01,0,,-,210400,27%,-0.01,,,Active
"=""117187""",MBSB-C87,Technology,,,0.025,,-,-,0.06,0.025,0,,-,-,0%,,,,Active
"=""117188""",MBSB-C88,Technology,,,0.025,,-,-,0.04,0.025,0,,-,-,0%,,,,Active
"=""117189""",MBSB-C89,Technology,0.04,0.04,0.040,-,0.040,0.040,0.055,0.02,3100,,32,630825,55%,0.001,,,Active
"=""117190""",MBSB-C90,Technology,,,0.150,,-,-,,,0,,-,-,0%,,,,Active
"=""117191""",MBSB-C91,Technology,,,0.040,,-,-,0.05,0.035,0,,-,-,0%,,,,Active
"=""7004""",MCEHLDG,Industrial & Consumer Products,1.43,1.44,1.430,+0.010,1.440,1.420,1.93,1.3,1230,6.94%,61,208190,33%,-0.025,17.96,9.13,Active
"=""7004WA""",MCEHLDG-WA,Industrial & Consumer Products,0.65,0.685,0.660,+0.025,0.685,0.650,1.08,0.5,627,,55,44210,38%,-0.023,,,Active
"=""3794""",MCEMENT,Industrial & Consumer Products,8.46,8.45,8.450,-,8.560,8.430,8.56,4.21,16686,1.42%,62,1625535,81%,0.239,50.11,17.45,Active
"=""3794CJ""",MCEMENT-CJ,Technology,0.27,0.27,0.265,+0.005,0.275,0.270,0.28,0.085,2925,,44,653795,82%,0.022,,,Active
"=""3794CK""",MCEMENT-CK,Technology,0.14,0.135,0.130,+0.005,0.140,0.135,0.14,0.13,1029,,22,-,0%,,,,Active
"=""0167""",MCLEAN,Property,0.555,0.55,0.555,-0.005,0.560,0.545,0.715,0.23,11301,,25,3804510,51%,-0.006,4.71,11.65,Active
"=""03022""",MCOM,Utilities,,,0.050,,-,-,0.16,0.01,0,,-,178975,40%,-0.016,,,Active
"=""4502""",MEDIA,Industrial & Consumer Products,0.29,0.29,0.315,-0.025,0.290,0.290,0.485,0.27,28,5.17%,-,83800,50%,-0.008,1.89,15.55,Active
"=""5090""",MEDIAC,Industrial & Consumer Products,0.09,0.09,0.090,-,0.095,0.090,0.12,0.09,1670,5.00%,5,104660,37%,-0.001,-2.04,,Active
"=""5327""",MEGAFB,Industrial & Consumer Products,0.915,0.9,0.915,-0.015,0.920,0.900,0.95,0.38,171424,0.56%,75,18789700,56%,0.015,1.67,49.44,Active
"=""0745C1""",MEITU-C1,Technology,,,0.020,,-,-,0.17,0.02,0,,-,2493525,24%,-0.021,,,Active
"=""058336""",MEITUAN-C36,Technology,,,0.030,,-,-,0.095,0.02,0,,-,2653555,40%,-0.012,,,Active
"=""058337""",MEITUAN-C37,Technology,,,0.005,,-,-,0.25,0.005,0,,-,704940,18%,-0.01,,,Active
"=""058338""",MEITUAN-C38,Technology,,,0.080,,-,-,0.14,0.08,0,,-,5016390,28%,-0.008,,,Active
"=""058339""",MEITUAN-C39,Technology,0.075,0.075,0.095,-0.020,0.075,0.075,0.175,0.09,9700,,38,-,0%,,,,Active
"=""5129""",MELATI,Industrial & Consumer Products,,,0.510,,-,-,0.56,0.405,0,1.96%,-,18240,52%,-0.004,0.97,54.69,Active
"=""3778""",MELEWAR,Industrial & Consumer Products,0.145,0.14,0.145,-0.005,0.145,0.140,0.24,0.135,1500,,-,123620,40%,-0.003,-2.23,,Active
"=""1694""",MENANG,Industrial & Consumer Products,0.655,0.655,0.640,+0.015,0.655,0.655,0.755,0.585,800,0.03%,100,61800,31%,,3.14,13.98,Active
"=""5223""",MENTIGA,Industrial & Consumer Products,0.48,0.48,0.485,-0.005,0.480,0.480,0.7,0.405,2096,,100,180135,45%,-0.002,-5.96,,Active
"=""8192""",MERCURY,Industrial & Consumer Products,,,0.580,,-,-,0.99,0.58,0,,-,6485,38%,-0.039,7.4,8.62,Active
"=""5040""",MERIDIAN,Industrial & Consumer Products,0.02,0.02,0.025,-0.005,0.020,0.020,0.055,0.01,2,,-,718160,57%,-0.001,-23.64,,"Active, Alert"
"=""0285""",MERSEC,Property,0.29,0.29,0.290,-,0.290,0.290,0.375,0.27,6775,1.72%,100,889740,33%,-0.004,1.64,17.72,Active
"=""0207""",MESTRON,Industrial & Consumer Products,0.175,0.17,0.180,-0.010,0.180,0.170,0.3,0.155,22921,,19,3697485,42%,,0.71,24.05,Active
"=""0207WA""",MESTRON-WA,Industrial & Consumer Products,,,0.010,,-,-,0.07,0.005,0,,-,1495535,43%,-0.001,,,Active
"=""0329""",METRO,Property,0.22,0.22,0.220,-,0.220,0.215,0.245,0.17,1110,3.27%,91,1139755,25%,-0.002,0.67,47.27,Active
"=""6149""",METROD,Industrial & Consumer Products,,,1.150,,-,-,1.37,1.14,0,5.22%,-,4315,43%,-0.013,18.45,7.16,Active
"=""3069""",MFCB,Industrial & Consumer Products,3.13,3.08,3.130,-0.050,3.130,3.050,4.46,3.11,19690,2.92%,51,397355,11%,-0.061,48.71,6.2,Active
"=""3069C4""",MFCB-C4,Technology,,,0.005,,-,-,0.05,0.01,0,,-,97855,38%,-0.004,,,Active
"=""03015""",MFGROUP,Utilities,,,0.240,,-,-,,,0,,-,-,0%,,,,Active
"=""3662""",MFLOUR,Industrial & Consumer Products,0.635,0.615,0.645,-0.030,0.640,0.610,0.655,0.425,71450,4.88%,34,2294575,67%,0.01,4.74,9.87,Active
"=""3662CK""",MFLOUR-CK,Technology,0.05,0.05,0.065,-0.015,0.060,0.045,0.075,0.04,8220,,38,586100,70%,0.003,,,Active
"=""3662CL""",MFLOUR-CL,Technology,,,0.055,,-,-,0.055,0.055,0,,-,-,0%,,,,Active
"=""3662CM""",MFLOUR-CM,Technology,0.05,0.05,0.065,-0.015,0.060,0.050,0.07,0.05,2700,,26,99500,60%,0.004,,,Active
"=""3662CN""",MFLOUR-CN,Technology,0.055,0.055,0.065,-0.010,0.055,0.055,0.07,0.045,5406,,48,444915,45%,,,,Active
"=""3662CO""",MFLOUR-CO,Technology,0.06,0.06,0.065,-0.005,0.060,0.060,0.065,0.06,2775,,72,-,0%,,,,Active
"=""7595""",MGB,Industrial & Consumer Products,0.485,0.485,0.485,-,0.485,0.485,0.71,0.405,584,3.36%,64,279545,79%,0.012,10.16,4.65,Active
"=""0155""",MGRC,Property,0.2,0.22,0.200,+0.020,0.220,0.200,0.335,0.145,2,,50,59075,50%,,-3.03,,Active
"=""5186""",MHB,Industrial & Consumer Products,0.36,0.36,0.360,-,0.365,0.360,0.485,0.305,884,,-,342735,44%,,7.6,4.76,Active
"=""5026""",MHC,Industrial & Consumer Products,1.55,1.53,1.550,-0.020,1.560,1.530,1.57,0.945,1285,3.92%,4,306350,66%,0.034,14.61,7.32,Active
"=""5286""",MI,Industrial & Consumer Products,3.07,3.0,3.070,-0.070,3.070,2.980,3.56,1.4,15082,2.00%,46,3157690,26%,-0.02,7.61,40.47,Active
"=""528630""",MI-C30,Technology,,,0.225,,-,-,0.245,0.045,0,,-,363315,59%,0.042,,,Active
"=""528631""",MI-C31,Technology,,,0.340,,-,-,0.34,0.06,0,,-,15485,64%,0.029,,,Active
"=""528632""",MI-C32,Technology,,,0.385,,-,-,0.49,0.1,0,,-,257800,65%,0.032,,,Active
"=""528633""",MI-C33,Technology,,,0.160,,-,-,0.21,0.085,0,,-,22850,60%,0.014,,,Active
"=""528634""",MI-C34,Technology,,,0.460,,-,-,0.46,0.19,0,,-,289475,68%,,,,Active
"=""528635""",MI-C35,Technology,0.35,0.35,0.365,-0.015,0.350,0.350,0.555,0.16,1500,,7,185355,33%,-0.005,,,Active
"=""528636""",MI-C36,Technology,,,0.115,,-,-,0.255,0.09,0,,-,1137045,20%,-0.003,,,Active
"=""528637""",MI-C37,Technology,,,0.050,,-,-,0.11,0.045,0,,-,912680,23%,-0.005,,,Active
"=""528638""",MI-C38,Technology,0.165,0.165,0.170,-0.005,0.165,0.165,0.315,0.125,300,,50,255365,20%,-0.012,,,Active
"=""528639""",MI-C39,Technology,0.085,0.08,0.090,-0.010,0.085,0.080,0.175,0.065,16000,,48,2304645,19%,-0.008,,,Active
"=""528640""",MI-C40,Technology,0.07,0.065,0.075,-0.010,0.070,0.065,0.13,0.055,500,,22,41850,22%,-0.005,,,Active
"=""528641""",MI-C41,Technology,,,0.055,,-,-,0.08,0.045,0,,-,-,45%,,,,Active
"=""528642""",MI-C42,Technology,,,0.065,,-,-,0.125,0.06,0,,-,824010,39%,0.001,,,Active
"=""528643""",MI-C43,Technology,0.05,0.05,0.055,-0.005,0.050,0.050,0.095,0.045,1000,,50,-,0%,,,,Active
"=""528644""",MI-C44,Technology,0.075,0.075,0.080,-0.005,0.075,0.075,0.085,0.075,3500,,71,-,0%,,,,Active
"=""0126""",MICROLN,Industrial & Consumer Products,0.1,0.1,0.100,-,0.105,0.095,0.22,0.07,22230,,56,1309665,67%,0.003,-2.3,,Active
"=""0126WA""",MICROLN-WA,Industrial & Consumer Products,,,0.050,,-,-,0.055,0.025,0,,-,163395,57%,,,,Active
"=""0177""",MIDTOWN,Property,,,0.090,,-,-,0.14,0.05,0,,-,727460,50%,,-9.43,,Active
"=""5001""",MIECO,Industrial & Consumer Products,0.66,0.655,0.660,-0.005,0.660,0.650,0.74,0.62,205,,2,459055,100%,,0.15,426.43,Active
"=""0112""",MIKROMB,Property,0.385,0.405,0.385,+0.020,0.405,0.385,0.39,0.17,97451,,60,3860860,85%,0.02,3.3,13.8,Active
"=""7935""",MILUX,Industrial & Consumer Products,0.545,0.57,0.545,+0.025,0.570,0.545,0.55,0.3,1032,,84,95045,78%,0.015,-0.96,,Active
"=""5576""",MINHO,Industrial & Consumer Products,,,0.275,,-,-,0.315,0.25,0,3.09%,-,74590,46%,-0.001,1.73,15.35,Active
"=""0288""",MINOX,Property,0.17,0.17,0.170,-,0.170,0.170,0.265,0.165,100,4.41%,-,150995,25%,-0.002,1.4,20.19,Active
"=""0288WA""",MINOX-WA,Property,0.02,0.02,0.030,-0.010,0.020,0.020,0.07,0.02,7239,,-,221890,50%,,,,Active
"=""3816""",MISC,Industrial & Consumer Products,8.07,8.1,8.030,+0.070,8.100,8.040,8.24,6.5,37328,4.44%,45,3294230,61%,0.095,26.7,29.32,Active
"=""381654""",MISC-C54,Technology,,,0.100,,-,-,0.215,0.075,0,,-,139300,42%,,,,Active
"=""381657""",MISC-C57,Technology,0.09,0.085,0.095,-0.010,0.090,0.085,0.105,0.04,5270,,77,258870,67%,0.007,,,Active
"=""381658""",MISC-C58,Technology,0.085,0.085,0.085,-,0.085,0.085,0.105,0.075,100,,100,-,38%,,,,Active
"=""9571""",MITRA,Industrial & Consumer Products,0.6,0.64,0.600,+0.040,0.650,0.595,0.81,0.275,18791,1.56%,56,1487860,31%,-0.039,2.89,22.61,Active
"=""0739C3""",MIXUE-C3,Technology,,,0.045,,-,-,0.2,0.045,0,,-,168465,25%,-0.012,,,Active
"=""8141""",MJPERAK,Industrial & Consumer Products,0.245,0.245,0.245,-,0.245,0.245,0.325,0.085,1136,,100,149735,47%,-0.001,-1.74,,Active
"=""6114""",MKH,Industrial & Consumer Products,1.02,1.01,1.010,-,1.020,1.000,1.17,0.94,4162,2.97%,17,314355,45%,-0.006,15.7,5.18,Active
"=""5319""",MKHOP,Industrial & Consumer Products,0.61,0.61,0.610,-,0.610,0.605,0.665,0.575,525,6.56%,98,502725,57%,,8.15,7.54,Active
"=""8893""",MKLAND,Industrial & Consumer Products,0.14,0.14,0.140,-,0.140,0.140,0.18,0.13,20,,100,435005,40%,-0.001,0.78,19.64,Active
"=""0085""",MLAB,Property,,,0.030,,-,-,0.09,0.025,0,,-,2672125,20%,-0.005,-0.97,,Suspended
"=""0085WD""",MLAB-WD,Property,,,0.005,,-,-,0.03,0.005,0,,-,211145,33%,,,,Suspended
"=""0034""",MMAG,Property,0.045,0.04,0.045,-0.005,0.045,0.040,0.8,0.04,174381,,72,32561485,43%,-0.006,1.41,2.81,Active
"=""0034WC""",MMAG-WC,Property,0.025,0.03,0.025,+0.005,0.030,0.025,0.64,0.025,928,,-,629695,40%,-0.005,,,Active
"=""03027""",MMIS,Utilities,,,0.200,,-,-,0.3,0.15,0,,-,115800,25%,-0.039,,,Active
"=""0159""",MMM,Industrial & Consumer Products,,,0.015,,-,-,0.1,0.005,0,,-,1031620,27%,-0.015,-0.2,,"Suspended, Alert"
"=""0113""",MMSV,Industrial & Consumer Products,0.34,0.345,0.335,+0.010,0.355,0.340,0.665,0.23,13,,85,134935,38%,-0.01,-0.32,,Active
"=""0103""",MNC,Property,0.06,0.06,0.060,-,0.070,0.060,0.135,0.055,6,,33,1021955,43%,-0.001,-3.67,,Active
"=""0103PA""",MNC-PA,Property,,,0.025,,-,-,0.095,0.02,0,,-,32600,47%,-0.002,,,Active
"=""0245""",MNHLDG,Property,1.65,1.62,1.650,-0.030,1.650,1.610,2.0,0.825,16845,0.15%,43,5239660,40%,-0.023,9.29,22.05,Active
"=""0245WA""",MNHLDG-WA,Property,1.47,1.4,1.420,-0.020,1.480,1.400,1.78,0.625,62,,49,103940,41%,-0.03,,,Active
"=""6459""",MNRB,Industrial & Consumer Products,2.56,2.49,2.500,-0.010,2.560,2.490,2.7,1.66,4476,0.04%,26,1210530,52%,0.083,50.34,4.95,Active
"=""6459CI""",MNRB-CI,Technology,0.245,0.265,0.255,+0.010,0.265,0.240,0.345,0.09,272,,50,120200,52%,0.028,,,Active
"=""6459CK""",MNRB-CK,Technology,0.58,0.6,0.540,+0.060,0.600,0.580,0.67,0.205,250,,40,52530,76%,0.151,,,Active
"=""6459CL""",MNRB-CL,Technology,0.2,0.18,0.190,-0.010,0.200,0.180,0.255,0.025,1766,,84,191080,55%,0.029,,,Active
"=""6459CM""",MNRB-CM,Technology,0.39,0.39,0.380,+0.010,0.395,0.370,0.49,0.125,1550,,35,461575,52%,0.039,,,Active
"=""6459CN""",MNRB-CN,Technology,0.265,0.265,0.255,+0.010,0.270,0.250,0.355,0.085,1630,,37,390920,51%,0.028,,,Active
"=""0229""",MOBILIA,Industrial & Consumer Products,,,0.095,,-,-,0.15,0.085,0,5.26%,-,57025,50%,,1.9,5.01,Active
"=""0229WB""",MOBILIA-WB,Industrial & Consumer Products,0.01,0.01,0.010,-,0.015,0.010,0.03,0.005,57,,35,45605,43%,,,,Active
"=""0156""",MPAY,Property,0.065,0.07,0.070,-,0.070,0.060,0.095,0.06,2569,,22,397205,56%,,-1.47,,Active
